"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","物控计算履历页用例","1","0","点击详情点击查询-订单齐套结果不报错","0"
"0","","0","表达式管理页用例","1","0","过滤条件查询，设置符合开头查询成功","0"
"0","","0","接收数据页用例","1","0","过滤条件查询，设置符合结尾查询成功","0"
"0","","0","角色管理页用例","1","0","添加数据不选择菜单不允许添加","0"
"0","","0","计划单元页用例","1","0","添加计划单元 填写计划单元，名称不填写模版 不允许提交","0"
"0","","0","多语言资源页用例","1","0","添加重复key值不允许添加","0"
"0","","0","个人设置测试用例","1","0","修改密码不符合标准,不能包含特殊字符","0"
"0","","0","客户表测试用例","1","0","修改客户代码重复","0"
"0","","0","标准应用设置测试用例","2","0","布局删除成功","0"
"0","","0","生产特征表测试用例","1","0","刷新成功","0"
"0","","0","生产报工测试用例","1","0","删除超出的报工数量点击删除弹出弹窗，点击是报工状态会变为开始生产，数据会删除","0"
"0","","0","接口执行页用例","1","0","点击接口数据查询成功","0"
"0","","0","事务管理页用例","1","0","事务模版-添加全部成功","0"
"0","","0","物料替代页用例","1","0","修改单料替代BOM版本，替代后子项料号成功","0"
"0","","0","个人设置测试用例","1","0","修改密码不符合标准,密码长度最小为8","0"
"0","","0","生产特征切换表测试用例","1","0","刷新成功","0"
"0","","0","用户权限管理页用例","1","0","校验用户代码文本框，输入其他字符，显示只能包含字母和数字和下划线","0"
"0","","0","物料CTB测试用例","1","0","修改测试数据成功","0"
"0","","0","个人设置测试用例","1","0","切换系统语言-英语","0"
"0","","0","工具栏按钮管理页用例","1","0","过滤查按钮代码成功","0"
"0","","0","在途库存测试用例","1","0","没有数据时显示正常","0"
"0","","0","订单预占料测试用例","1","0","查询测试数据成功","0"
"0","","0","甘特图测试用例","4","0","筛选方法可使用","0"
"0","","0","物料员测试用例","1","0","添加物料员信息，只填写物料员代码，不填写物料员名称，不允许提交","0"
"0","","0","标准应用设置测试用例","1","0","标签列表添加名称成功","0"
"0","","0","仓库库位测试用例","1","0","修改工厂代码成功","0"
"0","","0","菜单组件页用例","1","0","新增直接点击保存不允许添加","0"
"0","","0","模型设计页用例","1","0","新增测试数据成功","0"
"0","","0","生产特征切换表测试用例","1","0","添加数据重复","0"
"0","","0","客户表测试用例","1","0","删除测试数据成功，删除布局成功","0"
"0","","0","物控计算履历页用例","1","0","点击详情点击查询- 欠料表（物料维度） 不报错","0"
"0","","0","环境设置页用例","1","0","周期页面-设置系统载入日期，保存成功","0"
"0","","0","供应商配额测试用例","1","0","添加供应商配额信息，有多个必填只填写一项，不允许提交","0"
"0","","0","生产特征切换表测试用例","1","0","数字文本框 只允许填写数字","0"
"0","","0","工具栏按钮管理页用例","1","0","删除测试数据成功，删除布局成功","0"
"0","","0","物料替代页用例","1","0","过滤条件查询，设置符合开头查询成功","0"
"0","","0","生产特征表测试用例","1","0","生产特征2增删查改","0"
"0","","0","物料替代页用例","1","0","修改成组替代BOM版本，被替代子项料号，替代后子项料号成功","0"
"0","","0","工作和任务表测试用例","1","0","任务明细页面过滤条件查询，设置包含条件查询成功","0"
"0","","0","收货场所测试用例","1","0","修改数据重复","0"
"0","","0","生产特征表测试用例","1","0","修改代码重复","0"
