"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5912","test_tablesetting_hiddenrow2","Tests.test_items","Tue Mar 10 11:17:04 CDT 2026","passed","Tue Mar 10 11:17:10 CDT 2026","TestTableSettingPage","test_tablesetting","",""
"","10120","test_coverage_selectcodesuccess","Tests.test_items","Tue Mar 10 08:27:09 CDT 2026","broken","Tue Mar 10 08:27:20 CDT 2026","TestCoveragePage","test_coverage","",""
"","10158","test_tablesetting_order_unhiderow2","Tests.test_items","Tue Mar 10 11:20:02 CDT 2026","broken","Tue Mar 10 11:20:12 CDT 2026","TestTableSettingPage","test_tablesetting","",""
"","3741","test_calendar_refreshsuccess","Tests.test_items","Tue Mar 10 08:34:35 CDT 2026","passed","Tue Mar 10 08:34:39 CDT 2026","TestCalendarPage","test_calendar","",""
"","12990","test_psi_addsuccess1","Tests.test_system","Tue Mar 10 14:44:26 CDT 2026","passed","Tue Mar 10 14:44:39 CDT 2026","TestPSIPage","test_psi","",""
"","58210","test_changespec_changespec4","Tests.test_items","Tue Mar 10 09:07:19 CDT 2026","passed","Tue Mar 10 09:08:17 CDT 2026","TestChangeSpecPage","test_changespec","",""
"","34001","test_materialVendorQuota_add_success","Tests.test_material","Tue Mar 10 12:12:02 CDT 2026","passed","Tue Mar 10 12:12:36 CDT 2026","TestItemPage","test_materialVendorQuota","",""
"","44521","test_setting_share_dellayout","Tests.test_items","Tue Mar 10 11:06:39 CDT 2026","passed","Tue Mar 10 11:07:24 CDT 2026","TestSettingPage","test_setting","",""
"","16075","test_tablesetting_effectiveprocess","Tests.test_items","Tue Mar 10 11:19:11 CDT 2026","passed","Tue Mar 10 11:19:27 CDT 2026","TestTableSettingPage","test_tablesetting","",""
"","12531","test_process_select3","Tests.test_items","Tue Mar 10 08:09:41 CDT 2026","passed","Tue Mar 10 08:09:54 CDT 2026","TestProcessPage","test_process","",""
"","8420","test_affairs_process_select3","Tests.test_system","Tue Mar 10 14:35:32 CDT 2026","passed","Tue Mar 10 14:35:40 CDT 2026","TestAffairsPage","test_affairs","",""
